1.949440557978513455e-01 3.100378729720554838e-01 4.551868044515103295e-01 1.983900566578238999e-03 2.514319530871725328e-01 7.890423233015338988e-01 2.000000000000000000e+00
3.843132257227886428e-01 3.172196314548883511e-01 6.356319554848965936e-01 2.773474228298553404e-03 4.322651220343238232e-01 8.482844041532705548e-01 2.000000000000000000e+00
5.957792962731001118e-01 5.880016707665615128e-01 7.164149443561207420e-01 2.738516552422821659e-01 9.836271362731560108e-01 7.703051705054552167e-01 1.000000000000000000e+00
3.407082075331907892e-03 2.799978036973253537e-01 2.181041335453100527e-01 4.617297473390232637e-03 6.376701396983662784e-01 6.888736625731303187e-01 2.000000000000000000e+00
2.782836515260672106e-01 3.225867514105879019e-01 3.713235294117646634e-01 2.478667575652871661e-03 7.568459372702328325e-02 6.909028619617352263e-01 2.000000000000000000e+00
2.613138327078308176e-01 5.207684636936281697e-01 2.533783783783780802e-02 1.436525434230704473e-03 7.806215590983267560e-01 3.507616086016972501e-01 2.000000000000000000e+00
4.590711092801650905e-01 4.725338654891054757e-01 6.051271860095392557e-02 3.907715285197500138e-03 1.072037013790506227e-02 5.398724503241448813e-01 2.000000000000000000e+00
8.588406234373694437e-01 9.765205968700345351e-02 2.470190779014308224e-01 4.970274973990848263e-03 7.038322902282875271e-01 7.291941179570969878e-01 0.000000000000000000e+00
3.206065764977675259e-01 2.750806486837890086e-01 7.303259141494435891e-01 3.004239198818356438e-03 5.302476552552767286e-01 8.667843778000317023e-01 2.000000000000000000e+00
3.634449750555624470e-01 3.209168335368898228e-01 1.000000000000000000e+00 9.986533975349337622e-01 4.403816150494054837e-01 8.488905286459708099e-01 2.000000000000000000e+00
3.537269427328181837e-01 2.874439882984056172e-01 6.804451510333863196e-01 2.027577954437370308e-03 4.291196671628139669e-01 8.471248616454962743e-01 2.000000000000000000e+00
4.198608069361984274e-01 2.961873082918003997e-01 4.220985691573927445e-01 4.540688108159353191e-03 2.777648261391962303e-01 7.957887524376745514e-01 2.000000000000000000e+00
2.728737487312992704e-01 2.283852561061896214e-01 3.230325914149443367e-01 4.316194229737348696e-03 6.183598443412298140e-01 6.969904601275499489e-01 2.000000000000000000e+00
3.849939339133984922e-02 3.985151289640526673e-01 4.889705882352941013e-01 1.957586223241735736e-03 5.972203791044240484e-01 7.350972434512201836e-01 2.000000000000000000e+00
5.715277756569402401e-01 3.188471471903122634e-01 7.417527821939586818e-01 5.458735735976684260e-03 5.338773021537578378e-01 8.530543403784325296e-01 2.000000000000000000e+00
1.317311441924411963e-01 3.505266364098154064e-01 7.260532591414943226e-01 6.750158419270831187e-04 5.721535785377400707e-01 8.085437200231908594e-01 2.000000000000000000e+00
1.948272703839421804e-01 4.894053391341101067e-01 1.966414944356121575e-01 2.910378297765649084e-04 7.745314993813100513e-01 6.530332577873829147e-02 2.000000000000000000e+00
4.389132501421081356e-01 5.515172869601024930e-01 6.886923688394276377e-01 2.736162029862320155e-01 9.831357710309703846e-01 7.729404943867601574e-01 1.000000000000000000e+00
4.770772388080073423e-01 5.779745748444637954e-01 7.083664546899840486e-01 3.030363626508657347e-03 9.998314294424617277e-01 7.781320824329311936e-01 1.000000000000000000e+00
6.012022932704944589e-01 4.540486270741226349e-01 1.589825119236883966e-01 1.551703553188731564e-03 1.375822678119900146e-02 6.043061192220524624e-01 2.000000000000000000e+00
5.344582533920188006e-01 5.816488625477280738e-01 6.922694753577106619e-01 5.400102829409595406e-01 9.244588705772643911e-01 7.582353871290781200e-01 1.000000000000000000e+00
2.581344875796113270e-01 4.288806636949140105e-01 4.491255961844193428e-02 1.874343886248658764e-03 7.795635098542044172e-01 2.657460601907975506e-01 2.000000000000000000e+00
4.473741646504941771e-01 5.355895413695347385e-01 6.641494435612083080e-01 9.664544666373476867e-01 6.438606244283843205e-01 7.422916776471829570e-01 1.000000000000000000e+00
6.611879495459196399e-01 7.072429028719978694e-01 6.339427662957074494e-01 1.610222177700402699e-03 9.345623442067320097e-01 9.882991619670058459e-01 1.000000000000000000e+00
