9.620189666748046875e-04 -1.025000000000000000e+01 6.956250000000000000e+01 2.488750000000000000e+02
9.620189666748046875e-04 -7.437500000000000000e+00 7.006250000000000000e+01 2.512500000000000000e+02
9.620189666748046875e-04 -7.125000000000000000e+00 6.968750000000000000e+01 2.510625000000000000e+02
9.620189666748046875e-04 -9.062500000000000000e+00 6.837500000000000000e+01 2.487500000000000000e+02
9.620189666748046875e-04 -8.625000000000000000e+00 6.643750000000000000e+01 2.468125000000000000e+02
9.620189666748046875e-04 -8.875000000000000000e+00 6.737500000000000000e+01 2.457500000000000000e+02
9.620189666748046875e-04 -1.075000000000000000e+01 6.900000000000000000e+01 2.440000000000000000e+02
9.620189666748046875e-04 -1.200000000000000000e+01 7.125000000000000000e+01 2.425625000000000000e+02
9.620189666748046875e-04 -1.062500000000000000e+01 7.075000000000000000e+01 2.436875000000000000e+02
1.895809173583984375e-02 -9.937500000000000000e+00 6.887500000000000000e+01 2.450625000000000000e+02
1.265749931335449219e-01 -1.018750000000000000e+01 6.818750000000000000e+01 2.468750000000000000e+02
2.313432693481445312e-01 -7.562500000000000000e+00 7.068750000000000000e+01 2.503125000000000000e+02
3.374943733215332031e-01 -5.750000000000000000e+00 7.056250000000000000e+01 2.521250000000000000e+02
4.407889842987060547e-01 -7.812500000000000000e+00 6.975000000000000000e+01 2.507500000000000000e+02
5.499672889709472656e-01 -9.062500000000000000e+00 6.900000000000000000e+01 2.483125000000000000e+02
6.549584865570068359e-01 -8.437500000000000000e+00 6.862500000000000000e+01 2.472500000000000000e+02
7.599184513092041016e-01 -1.025000000000000000e+01 6.962500000000000000e+01 2.448750000000000000e+02
8.655431270599365234e-01 -1.175000000000000000e+01 7.081250000000000000e+01 2.432500000000000000e+02
9.719369411468505859e-01 -1.125000000000000000e+01 7.043750000000000000e+01 2.445000000000000000e+02
1.077601671218872070e+00 -1.012500000000000000e+01 6.931250000000000000e+01 2.468125000000000000e+02
1.183945894241333008e+00 -1.012500000000000000e+01 6.881250000000000000e+01 2.480000000000000000e+02
1.288133859634399414e+00 -8.375000000000000000e+00 7.025000000000000000e+01 2.491250000000000000e+02
1.396626949310302734e+00 -7.062500000000000000e+00 6.937500000000000000e+01 2.513750000000000000e+02
1.499935150146484375e+00 -7.562500000000000000e+00 6.925000000000000000e+01 2.504375000000000000e+02
1.606913805007934570e+00 -9.000000000000000000e+00 6.843750000000000000e+01 2.490625000000000000e+02
1.711888313293457031e+00 -8.937500000000000000e+00 6.643750000000000000e+01 2.474375000000000000e+02
1.815982103347778320e+00 -9.250000000000000000e+00 6.637500000000000000e+01 2.454375000000000000e+02
1.922930240631103516e+00 -1.137500000000000000e+01 6.906250000000000000e+01 2.442500000000000000e+02
2.028343200683593750e+00 -1.225000000000000000e+01 7.050000000000000000e+01 2.438750000000000000e+02
2.135615348815917969e+00 -1.037500000000000000e+01 6.918750000000000000e+01 2.451250000000000000e+02
2.240376472473144531e+00 -1.056250000000000000e+01 6.906250000000000000e+01 2.452500000000000000e+02
2.347308158874511719e+00 -1.006250000000000000e+01 6.981250000000000000e+01 2.453750000000000000e+02
2.453572988510131836e+00 -7.500000000000000000e+00 7.056250000000000000e+01 2.495000000000000000e+02
2.558070659637451172e+00 -6.687500000000000000e+00 6.987500000000000000e+01 2.508125000000000000e+02
2.663192987442016602e+00 -8.562500000000000000e+00 6.806250000000000000e+01 2.489375000000000000e+02
2.768177032470703125e+00 -8.375000000000000000e+00 6.618750000000000000e+01 2.473125000000000000e+02
2.874366521835327148e+00 -8.062500000000000000e+00 6.725000000000000000e+01 2.465000000000000000e+02
2.978498220443725586e+00 -9.812500000000000000e+00 6.925000000000000000e+01 2.448750000000000000e+02
3.080885648727416992e+00 -1.193750000000000000e+01 7.125000000000000000e+01 2.430000000000000000e+02
3.190682888031005859e+00 -1.018750000000000000e+01 6.993750000000000000e+01 2.440625000000000000e+02
3.297232627868652344e+00 -1.006250000000000000e+01 6.887500000000000000e+01 2.445000000000000000e+02
3.402165412902832031e+00 -9.687500000000000000e+00 6.893750000000000000e+01 2.466250000000000000e+02
3.508131742477416992e+00 -7.812500000000000000e+00 7.018750000000000000e+01 2.487500000000000000e+02
3.614539384841918945e+00 -5.750000000000000000e+00 7.037500000000000000e+01 2.506875000000000000e+02
3.720920562744140625e+00 -7.062500000000000000e+00 6.950000000000000000e+01 2.498125000000000000e+02
3.824245452880859375e+00 -8.125000000000000000e+00 6.850000000000000000e+01 2.476250000000000000e+02
3.933929920196533203e+00 -7.875000000000000000e+00 6.750000000000000000e+01 2.468750000000000000e+02
4.039820909500122070e+00 -9.312500000000000000e+00 6.787500000000000000e+01 2.441875000000000000e+02
4.145579576492309570e+00 -1.043750000000000000e+01 6.950000000000000000e+01 2.433125000000000000e+02
4.250079870223999023e+00 -1.025000000000000000e+01 7.031250000000000000e+01 2.432500000000000000e+02
