7.760769915810911135e-01 7.693845086859889548e-01 4.040848422771665116e-01 5.618005910233838662e-01 4.293906166814266401e-01 4.018934058528752518e-01 1.632802114422343409e-01 1.000000000000000000e+00
9.862144706296931407e-01 9.826482464508932146e-01 9.707836341120907875e-01 1.000000000000000000e+00 4.322425596609146270e-01 4.714589691309943320e-01 1.544500649353056920e-01 0.000000000000000000e+00
5.046440696470178011e-01 6.146043500949280869e-01 5.515123978854066245e-01 6.725100508449916026e-01 4.314309217625990067e-01 4.112383031426566360e-01 1.194315137960627327e-01 0.000000000000000000e+00
7.802268490772250598e-01 6.937761403631446111e-01 7.118919154743303945e-01 4.868868707155806219e-01 3.403155709195737622e-01 4.981529234106368831e-01 1.994334954197838627e-01 0.000000000000000000e+00
8.223787561902783372e-01 6.775663990667634140e-01 5.999084707034482156e-01 4.715447955268814995e-01 4.214349461819553166e-01 5.239413995090133058e-01 2.251905026320233372e-01 1.000000000000000000e+00
6.031358179355922333e-01 6.671631322646083273e-01 6.756830900577036614e-01 7.686707176454787849e-01 5.871574159401840021e-01 6.076198542872003339e-01 1.390019487552043020e-01 0.000000000000000000e+00
6.187770916442095759e-01 5.657917650529110665e-01 4.749683648843208150e-01 4.071008307110163815e-01 3.888731184409534580e-01 4.666539829340707324e-01 1.981315749149649419e-01 1.000000000000000000e+00
6.455079931020903938e-01 5.798108307316635068e-01 9.287593412012051797e-01 6.699687188652815317e-01 6.630934026759244260e-02 1.884523060039818843e-01 2.025931721294886301e-01 1.000000000000000000e+00
7.375447292960831680e-01 7.682925630390463612e-01 5.948940308882109118e-01 5.175868392389489925e-01 8.674020355599266763e-01 1.000000000000000000e+00 1.494929014661948719e-01 1.000000000000000000e+00
6.588081480849080629e-01 7.293407966402795095e-01 4.442430734880625232e-01 5.425619238559302726e-01 2.739689253855257522e-01 2.594919426884941260e-01 1.353165597877414861e-01 1.000000000000000000e+00
8.283873876320047014e-01 7.971995716809984200e-01 4.673688501070167867e-01 5.136892501262708688e-01 3.454999413575277067e-01 3.635145475712676655e-01 1.707877203322761828e-01 1.000000000000000000e+00
9.016455500695422787e-01 9.267609294439669299e-01 8.080255879085919135e-01 6.449956980869213652e-01 5.102230318955729427e-01 6.244837721174694156e-01 1.472112416433083992e-01 0.000000000000000000e+00
4.777405219326096297e-01 5.674853201137269876e-01 4.370460049309035089e-01 4.076663198268974386e-01 1.490626067574745139e-01 1.890403899192399095e-01 1.288955545452518947e-01 1.000000000000000000e+00
6.980438855234734064e-01 8.428089857149478892e-01 8.483677136717190370e-01 9.157321450744705382e-01 4.564448658482753163e-01 4.837584994798606042e-01 1.086740754617938343e-01 0.000000000000000000e+00
6.463481503848229615e-01 5.464368500721573652e-01 3.341515363683623674e-01 1.773876007763590668e-01 2.464967341421380742e-01 3.676609359374820030e-01 2.238771932397826958e-01 1.000000000000000000e+00
7.632779674105187873e-01 7.485250458693273323e-01 7.156792724682476958e-01 5.635563876039220155e-01 3.904684518537229754e-01 5.131561023982643688e-01 1.673213983918054870e-01 1.000000000000000000e+00
8.983222129847303616e-01 7.327662834405247461e-01 7.018409355053184528e-01 5.813723610978449585e-01 5.026103295840909091e-01 6.062907325433504191e-01 2.263275722180478344e-01 0.000000000000000000e+00
5.665433190541497854e-01 5.769403718580459195e-01 6.678303291961490418e-01 5.716205578269376586e-01 5.053235501052608658e-01 5.977101604949865976e-01 1.666547619311397332e-01 1.000000000000000000e+00
6.405318623177362891e-01 6.640015932587964853e-01 3.467793575839951958e-01 4.563349463412617601e-01 3.372337732170166968e-01 3.132819966739760487e-01 1.561498081145443473e-01 1.000000000000000000e+00
6.768353787999243920e-01 6.533727553408213984e-01 5.727568318206488485e-01 7.219518271947921173e-01 5.213894094228089804e-01 5.315401081805761763e-01 1.766711480405435686e-01 0.000000000000000000e+00
5.031907300008683359e-01 6.071628958242719643e-01 2.625075004768586684e-01 5.176117062011870162e-01 6.276413235677489322e-01 5.398352212994423915e-01 1.221147132531584661e-01 1.000000000000000000e+00
4.393001034961774298e-01 5.682111294255052236e-01 2.609214324575739874e-01 4.495767455370738297e-01 3.336259597245241348e-01 3.004604554023267426e-01 1.099652142099217522e-01 1.000000000000000000e+00
5.713230578502690449e-01 5.275658079659225619e-01 3.267764013725484307e-01 2.704642205699060720e-02 3.054398746815821797e-01 4.806865978783370630e-01 1.980322524981441845e-01 1.000000000000000000e+00
