1.153945922851562500e-04 1.195000000000000000e+02 -5.937500000000000000e+00 1.249375000000000000e+02
1.114130020141601562e-03 1.185625000000000000e+02 -5.562500000000000000e+00 1.308125000000000000e+02
1.114130020141601562e-03 1.173125000000000000e+02 -5.312500000000000000e+00 1.371250000000000000e+02
2.111196517944335938e-03 1.158750000000000000e+02 -5.875000000000000000e+00 1.441250000000000000e+02
2.111196517944335938e-03 1.130625000000000000e+02 -5.187500000000000000e+00 1.567500000000000000e+02
2.111196517944335938e-03 1.090000000000000000e+02 -3.375000000000000000e+00 1.711875000000000000e+02
3.108501434326171875e-03 1.072500000000000000e+02 -2.937500000000000000e+00 1.847500000000000000e+02
3.108501434326171875e-03 1.073125000000000000e+02 -2.125000000000000000e+00 1.979375000000000000e+02
4.106044769287109375e-03 1.081250000000000000e+02 -2.125000000000000000e+00 2.101875000000000000e+02
4.106044769287109375e-03 1.092500000000000000e+02 -1.062500000000000000e+00 2.233125000000000000e+02
5.103349685668945312e-03 1.105625000000000000e+02 -6.250000000000000000e-01 2.376250000000000000e+02
5.103349685668945312e-03 1.118125000000000000e+02 8.750000000000000000e-01 2.495625000000000000e+02
6.100654602050781250e-03 1.132500000000000000e+02 2.750000000000000000e+00 2.593125000000000000e+02
6.100654602050781250e-03 1.154375000000000000e+02 1.062500000000000000e+00 2.609375000000000000e+02
7.097959518432617188e-03 1.167500000000000000e+02 -5.625000000000000000e-01 2.596250000000000000e+02
7.097959518432617188e-03 1.181250000000000000e+02 -1.187500000000000000e+00 2.573125000000000000e+02
8.095502853393554688e-03 1.184375000000000000e+02 -2.937500000000000000e+00 2.543750000000000000e+02
8.095502853393554688e-03 1.186250000000000000e+02 -4.000000000000000000e+00 2.538750000000000000e+02
9.092569351196289062e-03 1.184375000000000000e+02 -5.125000000000000000e+00 2.537500000000000000e+02
8.139181137084960938e-02 1.173125000000000000e+02 -5.375000000000000000e+00 2.527500000000000000e+02
1.869382858276367188e-01 1.158750000000000000e+02 -5.500000000000000000e+00 2.503125000000000000e+02
2.916076183319091797e-01 1.133750000000000000e+02 -5.812500000000000000e+00 2.487500000000000000e+02
3.953430652618408203e-01 1.113125000000000000e+02 -4.375000000000000000e+00 2.495625000000000000e+02
4.996411800384521484e-01 1.116250000000000000e+02 -3.937500000000000000e+00 2.483750000000000000e+02
6.032915115356445312e-01 1.133125000000000000e+02 -5.187500000000000000e+00 2.463125000000000000e+02
7.076420783996582031e-01 1.142500000000000000e+02 -4.125000000000000000e+00 2.477500000000000000e+02
8.117184638977050781e-01 1.160625000000000000e+02 -3.625000000000000000e+00 2.490000000000000000e+02
9.154968261718750000e-01 1.163125000000000000e+02 -4.562500000000000000e+00 2.485000000000000000e+02
1.021363258361816406e+00 1.146875000000000000e+02 -4.750000000000000000e+00 2.482500000000000000e+02
1.127850294113159180e+00 1.143125000000000000e+02 -6.125000000000000000e+00 2.469375000000000000e+02
1.231972932815551758e+00 1.155000000000000000e+02 -4.250000000000000000e+00 2.510000000000000000e+02
1.337610244750976562e+00 1.161250000000000000e+02 -4.000000000000000000e+00 2.520625000000000000e+02
1.442506551742553711e+00 1.161875000000000000e+02 -4.312500000000000000e+00 2.518750000000000000e+02
1.546615839004516602e+00 1.151875000000000000e+02 -3.562500000000000000e+00 2.541250000000000000e+02
1.650165557861328125e+00 1.146875000000000000e+02 -3.250000000000000000e+00 2.550000000000000000e+02
1.753936529159545898e+00 1.151250000000000000e+02 -3.875000000000000000e+00 2.545625000000000000e+02
1.858072757720947266e+00 1.148125000000000000e+02 -3.750000000000000000e+00 2.548750000000000000e+02
1.961774587631225586e+00 1.144375000000000000e+02 -4.000000000000000000e+00 2.550000000000000000e+02
2.066438674926757812e+00 1.143125000000000000e+02 -3.562500000000000000e+00 2.556875000000000000e+02
2.171860456466674805e+00 1.142500000000000000e+02 -2.125000000000000000e+00 2.578125000000000000e+02
2.276937007904052734e+00 1.152500000000000000e+02 -3.750000000000000000e+00 2.566875000000000000e+02
2.382013797760009766e+00 1.152500000000000000e+02 -4.250000000000000000e+00 2.570000000000000000e+02
2.486801147460937500e+00 1.166250000000000000e+02 -3.562500000000000000e+00 2.612500000000000000e+02
2.592022657394409180e+00 1.177500000000000000e+02 -4.062500000000000000e+00 2.648750000000000000e+02
2.696676492691040039e+00 1.168750000000000000e+02 -6.687500000000000000e+00 2.584375000000000000e+02
2.800623655319213867e+00 1.118125000000000000e+02 -1.031250000000000000e+01 2.520000000000000000e+02
2.904617786407470703e+00 1.101875000000000000e+02 -8.562500000000000000e+00 2.510000000000000000e+02
3.008100986480712891e+00 1.085000000000000000e+02 -7.187500000000000000e+00 2.473125000000000000e+02
3.111633300781250000e+00 1.133750000000000000e+02 -7.875000000000000000e+00 2.393750000000000000e+02
3.216764926910400391e+00 1.136250000000000000e+02 -8.062500000000000000e+00 2.350625000000000000e+02
3.322510480880737305e+00 1.093125000000000000e+02 -1.250000000000000000e-01 2.500000000000000000e+02
3.426578760147094727e+00 1.085000000000000000e+02 2.125000000000000000e+00 2.581250000000000000e+02
3.532316923141479492e+00 1.096875000000000000e+02 -3.125000000000000000e-01 2.592500000000000000e+02
3.636935949325561523e+00 1.136875000000000000e+02 -2.500000000000000000e-01 2.641875000000000000e+02
3.743187427520751953e+00 1.155000000000000000e+02 6.250000000000000000e-02 2.700000000000000000e+02
3.847661972045898438e+00 1.148125000000000000e+02 -4.437500000000000000e+00 2.639375000000000000e+02
3.951442480087280273e+00 1.095625000000000000e+02 -1.131250000000000000e+01 2.516875000000000000e+02
4.055072784423828125e+00 1.088125000000000000e+02 -9.937500000000000000e+00 2.500000000000000000e+02
4.159135580062866211e+00 1.081250000000000000e+02 -9.000000000000000000e+00 2.460000000000000000e+02
4.263704538345336914e+00 1.135000000000000000e+02 -9.562500000000000000e+00 2.395625000000000000e+02
4.367129564285278320e+00 1.143750000000000000e+02 -9.000000000000000000e+00 2.379375000000000000e+02
4.471961736679077148e+00 1.093125000000000000e+02 -3.750000000000000000e-01 2.545625000000000000e+02
4.576144933700561523e+00 1.099375000000000000e+02 8.750000000000000000e-01 2.604375000000000000e+02
4.682571411132812500e+00 1.110000000000000000e+02 -1.187500000000000000e+00 2.653750000000000000e+02
4.787711381912231445e+00 1.151250000000000000e+02 -5.625000000000000000e-01 2.724375000000000000e+02
4.892596960067749023e+00 1.173125000000000000e+02 6.875000000000000000e-01 2.781875000000000000e+02
4.996663093566894531e+00 1.171250000000000000e+02 -2.875000000000000000e+00 2.727500000000000000e+02
5.101720333099365234e+00 1.105625000000000000e+02 -1.256250000000000000e+01 2.580625000000000000e+02
5.204936981201171875e+00 1.101875000000000000e+02 -1.018750000000000000e+01 2.568750000000000000e+02
5.308990955352783203e+00 1.084375000000000000e+02 -8.875000000000000000e+00 2.525000000000000000e+02
5.412554264068603516e+00 1.131250000000000000e+02 -9.187500000000000000e+00 2.469375000000000000e+02
5.516876459121704102e+00 1.161875000000000000e+02 -9.625000000000000000e+00 2.428750000000000000e+02
5.621813535690307617e+00 1.110625000000000000e+02 -8.750000000000000000e-01 2.581875000000000000e+02
5.727065563201904297e+00 1.088750000000000000e+02 2.250000000000000000e+00 2.645000000000000000e+02
